producteur;adresse;CP;commune;pays;INSEE_COM;INSEE_DEP;INSEE_REG;prod_id;lon;lat
Domaine de la Vitrolle;rte du Bugue;24510;Limeuil;France;24240;24;75.0;46869;0.88827906701715;44.88311380433065
Château Terre Vieille;36, rte de Grateloup;24520;Saint-Sauveur;France;24499;24;75.0;23292;0.5871204378518;44.868335645133
Château les Donats;Imp. des Donats;24520;Saint-Nexans;France;24472;24;75.0;23088;0.547705206253173;44.80443639878229
Château les Merles;2, chem. des Merles;24520;Mouleydier;France;24296;24;75.0;2182;0.595206594901387;44.85468002643585
Earl des vignobles Lafon-Lafaye;577, chem. de la Grande-Borie;24520;Saint-Nexans;France;24472;24;75.0;14101;0.547705206253173;44.80443639878229
Earl vignobles de Biran;Gaffan BP 15;24520;Saint-Sauveur;France;24499;24;75.0;34660;0.5871204378518;44.868335645133
Gérôme et dolores Morand-Monteil;Grateloup;24520;Saint-Sauveur;France;24499;24;75.0;15905;0.5871204378518;44.868335645133
Jeante;Le Casse;24520;Saint-Nexans;France;24472;24;75.0;16722;0.547705206253173;44.80443639878229
Olivier Verhelst;imp. des Donats;24520;Saint-Nexans;France;24472;24;75.0;48581;0.547705206253173;44.80443639878229
Sarl château Spens;Le Perrot;24520;Saint-Nexans;France;24472;24;75.0;50459;0.547705206253173;44.80443639878229
Scea Roben;2, chem. des Merles;24520;Mouleydier;France;24296;24;75.0;84144;0.595206594901387;44.85468002643585
Vignobles Geneste;imp. des Marnières;24520;Saint-Nexans;France;24472;24;75.0;24773;0.547705206253173;44.80443639878229
Domaine Chante l'Oiseau;lieu-dit Pouchon;24550;Campagnac-lès-Quercy;France;24075;24;75.0;23296;1.173128215882095;44.694145639194566
Bernard Molle;Spéretout;24560;Boisse;France;24045;24;75.0;35368;0.653998984534282;44.715835374031585
Château Thenoux;Thenoux;24560;Colombier;France;24126;24;75.0;83644;0.517951437202306;44.78243979388553
Château Tour de Grangemont;Portugal;24560;Saint-Aubin-de-Lanquais;France;24374;24;75.0;2075;0.596892615683899;44.794427086574586
Château de la Jaubertie;Ch. de la Jaubertie;24560;Colombier;France;24126;24;75.0;9896;0.517951437202306;44.78243979388553
Château de la Jaubertie;;24560;Colombier;France;24126;24;75.0;34618;0.517951437202306;44.78243979388553
Château les Saintongers d'Hautefeuillle;Les Saintongers;24560;Saint-Cernin-de-Labarde;France;24385;24;75.0;47904;0.572282849499046;44.76503393448835
Clos de Noël;Lieu-dit Noël;24560;Faurilles;France;24176;24;75.0;23293;0.691958181983493;44.70310418560792
Clos du Maine-Chevalier;Le Maine-Chevalier;24560;Plaisance;France;24168;24;75.0;47159;0.563473722627535;44.70449274846534
Clos du Pech Bessou;La Pouge;24560;Plaisance;France;24168;24;75.0;35373;0.563473722627535;44.70449274846534
Daniel Bellugue;Le Plantou;24560;Boisse;France;24045;24;75.0;50467;0.653998984534282;44.715835374031585
Domaine des Vins Coeurs;24, Tuquet;24560;Bouniagues;France;24054;24;75.0;48570;0.52620306377129;44.75986947340697
Domaine du Bois de Pourquié;Fonnadales;24560;Conne-de-Labarde;France;24132;24;75.0;14103;0.551604977995344;44.779948330919304
Earl Tonneau de Couty;Les Mayets;24560;Saint-Perdoux;France;24483;24;75.0;34672;0.538108796792121;44.740136411152534
Earl Zacharie;Le Bourg;24560;Saint-Léon-d'Issigeac;France;24441;24;75.0;50460;0.690899149679259;44.7194410757883
Earl christian Roche;L'Ancienne-Cure;24560;Colombier;France;24126;24;75.0;2044;0.517951437202306;44.78243979388553
Earl christian Roche;L'Ancienne Cure;24560;Colombier;France;24126;24;75.0;46437;0.517951437202306;44.78243979388553
Eric et karine Lascombes;EARL château Veyrines A Ribagnac;24560;Bouniagues;France;24054;24;75.0;16721;0.52620306377129;44.75986947340697
Gaec des Caraignes;Thenoux;24560;Colombier;France;24126;24;75.0;50469;0.517951437202306;44.78243979388553
Gaël Lemée;;24560;Colombier;France;24126;24;75.0;48559;0.517951437202306;44.78243979388553
L' Ancienne Cure;N 21;24560;Colombier;France;24126;24;75.0;22817;0.517951437202306;44.78243979388553
Le clos du Breil;Le Breil;24560;Saint-Léon-d'Issigeac;France;24441;24;75.0;49873;0.690899149679259;44.7194410757883
Renée Roche;Mazière;24560;Bouniagues;France;24054;24;75.0;46401;0.52620306377129;44.75986947340697
Sarl de La Barde;château La Barde;24560;Saint-Cernin-de-Labarde;France;24385;24;75.0;9892;0.572282849499046;44.76503393448835
Scea Auroux;Mique;24560;Boisse;France;24045;24;75.0;49235;0.653998984534282;44.715835374031585
Steven et sarah Atkins;Le Terme;24560;Monsaguel;France;24282;24;75.0;34613;0.580495551836441;44.737832380141846
Vignoble des Verdots;Les Verdots;24560;Conne-de-Labarde;France;24132;24;75.0;9988;0.551604977995344;44.779948330919304
Vincent Vesselle;La Rayre;24560;Colombier;France;24126;24;75.0;34670;0.517951437202306;44.78243979388553
Château Laulerie;Le Gouyat;24610;Saint-Méard-de-Gurçon;France;24461;24;75.0;25078;0.182726373907741;44.90913442494191
Château le Raz;Le Raz;24610;Saint-Méard-de-Gurçon;France;24461;24;75.0;2077;0.182726373907741;44.90913442494191
Didier et cédric Gaillardou;Larthomas;24610;Saint-Méard-de-Gurçon;France;24461;24;75.0;47544;0.182726373907741;44.90913442494191
Domaine du Gouyat;Le Gouyat;24610;Saint-Méard-de-Gurçon;France;24461;24;75.0;2155;0.182726373907741;44.90913442494191
Dominique Lejas;Jarrige;24610;Saint-Méard-de-Gurçon;France;24461;24;75.0;50444;0.182726373907741;44.90913442494191
Gaec du Priorat;Le Priorat;24610;Saint-Martin-de-Gurson;France;24454;24;75.0;24776;0.108559705207712;44.952060168008664
Grégoire Rousseau;Le Bourdelat;24610;Montpeyroux;France;24292;24;75.0;50455;0.056837743256602;44.91996468158212
Jean-marie Teillet;domaine de Beauregard;24610;Villefranche-de-Lonchat;France;24584;24;75.0;15209;0.0577667834383;44.948179242418405
La Grappe de Gurson;BP 5;24610;Carsac-de-Gurson;France;24083;24;75.0;35370;0.090911935429661;44.946483058613964
Marc Bighetti de Flogny;Le Buisson;24610;Saint-Méard-de-Gurçon;France;24461;24;75.0;33801;0.182726373907741;44.90913442494191
Pascal Mahieu;château Le Moulin;24610;Villefranche-de-Lonchat;France;24584;24;75.0;46458;0.0577667834383;44.948179242418405
Sarl domaine la Métairie;Montpeyroux;24610;Villefranche-de-Lonchat;France;24584;24;75.0;47908;0.0577667834383;44.948179242418405
Sarl le vignoble c. et l. Jamet;Le Bourg;24610;Carsac-de-Gurson;France;24083;24;75.0;47547;0.090911935429661;44.946483058613964
Scea claude Delmas;Grand Place;24610;Minzac;France;24272;24;75.0;13370;0.038084680282437;44.97290512902918
Serge Dussutour;Le Canton;24610;Minzac;France;24272;24;75.0;33804;0.038084680282437;44.97290512902918
Château Haut Lamouthe;56, rte de Lamouthe;24680;Lamonzie-Saint-Martin;France;24225;24;75.0;47847;0.381830565850615;44.84218211337383
Earl La Ferrière;La Prade Razac-de-Saussignac;24680;Gardonne;France;24194;24;75.0;84406;0.331863034263786;44.83639647560314
Jean-michel Durand;756, rte de Andrieux;24680;Gardonne;France;24194;24;75.0;49865;0.331863034263786;44.83639647560314
Les vins Constant;215, avenue de Bergerac;24680;Lamonzie-Saint-Martin;France;24225;24;75.0;2068;0.381830565850615;44.84218211337383
Scea château Bouffevent;19, rte de Bouffevent;24680;Lamonzie-Saint-Martin;France;24225;24;75.0;49868;0.381830565850615;44.84218211337383
Domaine d' Esprits;41, Grande-Rue;25440;Buffard;France;25098;25;27.0;48318;5.822343221803937;47.03701334055072
Raphaël Monnier;9, rue du Deffois;25610;Arc-et-Senans;France;25021;25;27.0;83590;5.781045860447689;47.03302008709505
Maison nicolas Perrin;29, côte des Chapeliers;26000;Valence;France;26362;26;84.0;17476;4.892107529616563;44.9332696806676
Audrey Latard;Les Ratiers;26110;Vinsobres;France;26377;26;84.0;67104;5.061542824976834;44.333211545557326
Bouchard de La Bicarelle;La Bicarelle;26110;Vinsobres;France;26377;26;84.0;34633;5.061542824976834;44.333211545557326
Cave des Coteaux Saint-Maurice;rte de Nyons;26110;Saint-Maurice-sur-Eygues;France;26317;26;84.0;2038;5.008718759057757;44.29879565846568
Cave la Vinsobraise;1200, rte de la Cave;26110;Vinsobres;France;26377;26;84.0;2485;5.061542824976834;44.333211545557326
Château de Rouanne;D 94;26110;Vinsobres;France;26377;26;84.0;34655;5.061542824976834;44.333211545557326
Château de Vérone;;26110;Vinsobres;France;26377;26;84.0;23163;5.061542824976834;44.333211545557326
Coop. du Nyonsais;pl. Olivier-de-Serres;26110;Nyons;France;26220;26;84.0;1552;5.140071318186943;44.36195706940814
Cédric Guillaume-Corbin;La Péquélette Le Plan de Moye;26110;Vinsobres;France;26377;26;84.0;50170;5.061542824976834;44.333211545557326
Domaine de Saint-Vincent;;26110;Vinsobres;France;26377;26;84.0;67051;5.061542824976834;44.333211545557326
Domaine l' Ancienne école;Les Grands-Préaux;26110;Vinsobres;France;26377;26;84.0;17554;5.061542824976834;44.333211545557326
Domaine philippe Viret;EARL Clos du Paradis Les Escoulenches;26110;Saint-Maurice-sur-Eygues;France;26317;26;84.0;35834;5.008718759057757;44.29879565846568
Earl Chaume-Arnaud;Les Paluds;26110;Vinsobres;France;26377;26;84.0;13848;5.061542824976834;44.333211545557326
Earl Durma Soeurs;quartier Hautes-Rives;26110;Vinsobres;France;26377;26;84.0;35816;5.061542824976834;44.333211545557326
Earl denis Vinson et Fils;Dom. du Moulin La Maria;26110;Vinsobres;France;26377;26;84.0;2309;5.061542824976834;44.333211545557326
Earl domaine Jaume;24, rue Reynarde;26110;Vinsobres;France;26377;26;84.0;15046;5.061542824976834;44.333211545557326
Earl domaine de Combebelle;RD 538;26110;Piegon;France;26233;26;84.0;46693;5.126627771881077;44.3014149972335
Earl jean-claude Valayer et Fils;domaine de Deurre RD 94;26110;Vinsobres;France;26377;26;84.0;9692;5.061542824976834;44.333211545557326
Earl jean-yves Liotaud;120, chem. du Rieu-Frais;26110;Sainte-Jalle;France;26306;26;84.0;2758;5.283601806859227;44.34382324624728
Earl le Mas Sylvia;640 A, chem. le Beau;26110;Curnier;France;26112;26;84.0;84334;5.233985633899514;44.385094474221205
Earl vignobles Thorburn;domaine l'Ancienne École Les Grands Préaux;26110;Vinsobres;France;26377;26;84.0;67049;5.061542824976834;44.333211545557326
François Vallot;Domaine Vallot, Le Coriançon Hauterives;26110;Vinsobres;France;26377;26;84.0;1849;5.061542824976834;44.333211545557326
Gaec Autrand;quartier Les Ratiers RD_94, rte de Nyons;26110;Vinsobres;France;26377;26;84.0;51159;5.061542824976834;44.333211545557326
Gaec Chevret-Donzet;Stéphane Chevret et Alain Donzet Le Pontillard;26110;Piegon;France;26233;26;84.0;51191;5.126627771881077;44.3014149972335
Gaec du domaine des Arches;quartier Les Arches;26110;Mirabel-aux-Baronnies;France;26182;26;84.0;51160;5.097639313098481;44.310791025516785
Jean-luc Peysson;Le Colombier;26110;Vinsobres;France;26377;26;84.0;48102;5.061542824976834;44.333211545557326
Pascal et nadia Fayolle;rte de Saint-Maurice ZA les Paluds;26110;Vinsobres;France;26377;26;84.0;18659;5.061542824976834;44.333211545557326
Romain Corbin;domaine le Pré Neuf;26110;Vinsobres;France;26377;26;84.0;51087;5.061542824976834;44.333211545557326
Scea Poor Devil Wines;Dom. Serre Bresson Les Côtes;26110;Vinsobres;France;26377;26;84.0;23149;5.061542824976834;44.333211545557326
Scea domaine Constant-Duquesnoy;rte de Nyons;26110;Mirabel-aux-Baronnies;France;26182;26;84.0;51085;5.097639313098481;44.310791025516785
Scea du domaine Saint-Vincent;RD 94 rte de Nyons;26110;Vinsobres;France;26377;26;84.0;17553;5.061542824976834;44.333211545557326
Valayer;domaine de Deurre RD 94;26110;Vinsobres;France;26377;26;84.0;25117;5.061542824976834;44.333211545557326
Valéry Liotaud;domaine La Rosière Le Routas;26110;Sainte-Jalle;France;26306;26;84.0;13924;5.283601806859227;44.34382324624728
Éric Sauvan;EARL domaine de Combebelle;26110;Piégon;France;26233;26;84.0;35128;5.126627771881077;44.3014149972335
Château De La Robine;Ch. de la Robine 1400, rte de Bollène;26130;Saint-Paul-Trois-Châteaux;France;26324;26;84.0;23310;4.768314885495674;44.34935859572168
Château la Décelle;rte de Pierrelatte D 59;26130;Saint-Paul-Trois-Châteaux;France;26324;26;84.0;14277;4.768314885495674;44.34935859572168
Laurent Bes;Les Alyssas;26130;Clansayes;France;26093;26;84.0;50745;4.807642349272141;44.37113303373711
Laurent Mas Théo;Les Caves-Cathédrales 2620, rte du Belvédère;26130;Saint-Restitut;France;26326;26;84.0;50157;4.790757488730646;44.33199188389964
Cave pierre Long;hameau de Viopis;26150;Barsac;France;26027;26;84.0;18427;5.290814543582901;44.730474112788194
Earl du domaine de Magord;;26150;Barsac;France;26027;26;84.0;2446;5.290814543582901;44.730474112788194
Gaec Granon-Pontaix;225, chem. des Jardins;26150;Pontaix;France;26248;26;84.0;17483;5.264183376013188;44.748706472316634
Gaec Salabelle;;26150;Barsac;France;26027;26;84.0;13783;5.290814543582901;44.730474112788194
Marcel Maillefaud et Fils;GAEC des Adrets;26150;Barsac;France;26027;26;84.0;6335;5.290814543582901;44.730474112788194
Poulet et Fils;145, chem. des Sagnats;26150;Pontaix;France;26248;26;84.0;10039;5.264183376013188;44.748706472316634
Sarl Die Vinis;;26150;Pontaix;France;26248;26;84.0;19890;5.264183376013188;44.748706472316634
Sca la cave de Die Jaillance;355, av. de la Clairette;26150;Die;France;26113;26;84.0;6321;5.368770981081672;44.75298192088013
Scea Achard-Vincent;2, rte de la Soie;26150;Sainte-Croix;France;26299;26;84.0;25063;5.283392953658954;44.76859194570846
Cave de la Valdaine;20, rte de Montélimar;26160;Saint-Gervais-sur-Roubion;France;26305;26;84.0;12919;4.89018567174518;44.582942984358965
Alice Brun;domaine des Usseaux rue des Aires;26170;Mollans-sur-Ouvèze;France;26188;26;84.0;83733;5.19054192826464;44.23722723062914
Frédéric Alaïmo;domaine de Roustillan;26170;La Penne-sur-l'Ouvèze;France;26229;26;84.0;47534;5.228327648139206;44.252078317597075
Élodie Aubert;Clos des Cimes col de Propial / la Barbière;26170;Mérindol-les-Oliviers;France;26180;26;84.0;51158;5.157684259897874;44.273095306545095
Bruno Domaine Rozel;202, rte de Montélimar;26230;Valaurie;France;26360;26;84.0;48678;4.812863072013473;44.42155936617233
Bruno Rosier;335, rte des Vignes;26230;Chantemerle-lès-Grignan;France;26073;26;84.0;48056;4.83549027932771;44.4037209465515
Earl jean Brachet;domaine du Serre Rouge;26230;Valaurie;France;26360;26;84.0;2447;4.812863072013473;44.42155936617233
Sarl Monteillet;hameau de la Grande-Tuilière BP 5;26230;Grignan;France;26146;26;84.0;2437;4.90793404965712;44.4197673799543
Sarl domaines Bour;1200, rte des Esplanes;26230;Roussas;France;26284;26;84.0;2443;4.803532082322254;44.43229068141267
Domaine Lombard;quartier Piquet;26250;Livron-sur-Drôme;France;26165;26;84.0;2348;4.840107614931497;44.76820757288809
Christine Pochon;Le Village;26260;Chavannes;France;26092;26;84.0;50313;4.926899183870037;45.10493870599202
Scea domaine bernard Ange;2590, rte du Merley Pont-de-l'Herbasse;26260;Clérieux;France;26096;26;84.0;34047;4.959385366860878;45.07645967275637
Château des Estubiers;;26290;Les Granges-Gontardes;France;26145;26;84.0;46769;4.762953616265629;44.41594407103583
Gaec Aubert Frères;75, rte des Chênes-Verts;26290;Donzère;France;26116;26;84.0;6343;4.708446408562001;44.444459612141664
Gaec Aubert Frères;Le Devoy;26290;Donzère;France;26116;26;84.0;35799;4.708446408562001;44.444459612141664
Marc Bompard et Gilles Estran;5, montée de La-Combe-d'Elyssas;26290;Les Granges-Gontardes;France;26145;26;84.0;35800;4.762953616265629;44.41594407103583
Sarl château Destin;Combe d'Ossel;26290;Les Granges-Gontardes;France;26145;26;84.0;83739;4.762953616265629;44.41594407103583
Sas Baron d'Escalin;980, rte des Charrettes;26290;Les Granges-Gontardes;France;26145;26;84.0;2445;4.762953616265629;44.41594407103583
Bérard et Maubouché;domaine Les Trois Becs La Tuillière;26340;Saillans;France;26289;26;84.0;48112;5.19717334732257;44.697864412950736
Earl georges Raspail;752, rte de la Roche;26340;Aurel;France;26019;26;84.0;84165;5.298909015356609;44.69525937995823
Earl jean-claude Raspail;780, rte de Die;26340;Saillans;France;26289;26;84.0;2449;5.19717334732257;44.697864412950736
Gaec de Saint-Pierre (Cave Monge Granon);3700, av. de la Clairette;26340;Vercheny;France;26368;26;84.0;50151;5.250936544048098;44.71111976987691
Jean-michel Bec;Les Muttes;26340;Aurel;France;26019;26;84.0;13784;5.298909015356609;44.69525937995823
Luc Faure;La Plaine;26340;Vercheny;France;26368;26;84.0;6337;5.250936544048098;44.71111976987691
Sas Carod;1664, av. de la Clairette;26340;Vercheny;France;26368;26;84.0;15518;5.250936544048098;44.71111976987691
Sas UJVR;rte de Die;26340;Vercheny;France;26368;26;84.0;25064;5.250936544048098;44.71111976987691
Sca union des Jeunes Viticulteurs récoltants;3000, av. de la Clairette;26340;Vercheny;France;26368;26;84.0;50767;5.250936544048098;44.71111976987691
Scea domaine Guigouret;quartier du Gap RD_93;26340;Vercheny;France;26368;26;84.0;19891;5.250936544048098;44.71111976987691
Union des Jeunes Viticulteurs-récoltants;La Plaine rte de Die;26340;Vercheny;France;26368;26;84.0;46878;5.250936544048098;44.71111976987691
Cave raymond Fabre;village;26410;Saint-Roman;France;26327;26;84.0;20467;5.433492010748703;44.69092268752174
Didier Cornillon;;26410;Saint-Roman;France;26327;26;84.0;6320;5.433492010748703;44.69092268752174
Jérôme Cayol;domaine de Maupas;26410;Châtillon-en-Diois;France;26086;26;84.0;33978;5.484956718218767;44.69526710941865
David Reynaud;12, chem. du Stade;26600;Beaumont-Monteux;France;26038;26;84.0;48632;4.921385639808491;45.01855736912004
Denis Basset;265, chem. de la Grange;26600;Beaumont-Monteux;France;26038;26;84.0;17478;4.921385639808491;45.01855736912004
Domaine Betton;245, chemin des Hauts-Saviaux RN 7;26600;La Roche-de-Glun;France;26271;26;84.0;48631;4.844272628520851;45.01361590518871
Domaine Combier;1440 rte de Lyon;26600;Pont-de-l'Isère;France;26250;26;84.0;15539;4.871724570293178;45.00410810696028
Domaine des Entrefaux;1050, chem. de Veaunes;26600;Chanos-Curson;France;26071;26;84.0;2436;4.913323718996827;45.06081958152593
